base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,q,consensus_thresh,non_consensus_strategy,b,c,beta,generations,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,average_consensus,G,ALWAYS_COOPERATE,DISCRIMINATE,PARADOXICALLY_DISC,ALWAYS_DEFECT,EmotionProfile.COMPETITIVE,EmotionProfile.COOPERATIVE
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.813,0.136,0.625,0.0,0.1,0.0,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.314,0.236,0.3,0.05,0.05,0.0,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.037,0.126,0.25,0.0,0.1,0.0,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.999,0.206,0.6,0.025,0.025,0.1,0.85,0.85,0.15
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.108,0.164,0.6,0.025,0.0,0.1,0.875,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.64,0.111,0.425,0.0,0.05,0.0,0.95,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.171,0.14,0.4,0.05,0.0,0.0,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.167,0.208,0.15,0.0,0.025,0.025,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.209,0.149,0.35,0.0,0.025,0.0,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.269,0.129,0.4,0.0,0.075,0.025,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.083,0.129,0.4,0.0,0.025,0.025,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.516,0.133,0.475,0.0,0.075,0.0,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.09,0.151,0.525,0.0,0.1,0.05,0.85,0.15,0.85
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.713,0.173,0.675,0.05,0.0,0.05,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.691,0.106,0.525,0.0,0.0,0.075,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.489,0.18,0.225,0.025,0.025,0.1,0.85,0.15,0.85
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.703,0.144,0.425,0.075,0.1,0.0,0.825,0.82,0.17
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.284,0.154,0.475,0.0,0.0,0.1,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.716,0.116,0.525,0.025,0.075,0.0,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.818,0.135,0.625,0.0,0.0,0.05,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.819,0.199,0.3,0.0,0.025,0.05,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.675,0.186,0.45,0.0,0.15,0.075,0.775,0.23,0.78
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.379,0.31,0.175,0.0,0.05,0.1,0.85,0.85,0.15
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.784,0.191,0.35,0.0,0.1,0.0,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.992,0.146,0.375,0.025,0.025,0.0,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.384,0.261,0.2,0.025,0.0,0.025,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.475,0.179,0.325,0.05,0.025,0.0,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.779,0.173,0.675,0.05,0.05,0.05,0.85,0.85,0.15
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,8.619,0.14,0.55,0.025,0.025,0.05,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.841,0.143,0.525,0.025,0.0,0.0,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.474,0.245,0.625,0.025,0.15,0.075,0.75,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.692,0.138,0.25,0.0,0.0,0.025,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.134,0.13,0.35,0.0,0.05,0.0,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.703,0.219,0.725,0.025,0.025,0.05,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.91,0.15,0.35,0.05,0.025,0.025,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,8.231,0.179,0.575,0.0,0.0,0.075,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.904,0.14,0.4,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.105,0.165,0.55,0.0,0.125,0.025,0.85,0.85,0.15
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.186,0.153,0.575,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.183,0.202,0.75,0.025,0.0,0.05,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.402,0.158,0.375,0.0,0.05,0.0,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.205,0.116,0.525,0.0,0.1,0.0,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.738,0.136,0.625,0.0,0.025,0.0,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.487,0.189,0.7,0.05,0.05,0.0,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.288,0.145,0.6,0.025,0.0,0.025,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.758,0.209,0.45,0.025,0.025,0.075,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,8.99,0.145,0.45,0.0,0.0,0.025,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.713,0.17,0.525,0.05,0.0,0.025,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.873,0.138,0.525,0.0,0.0,0.025,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.676,0.129,0.575,0.0,0.025,0.0,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.802,0.208,0.55,0.025,0.0,0.1,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.847,0.186,0.375,0.0,0.025,0.025,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.302,0.465,0.475,0.05,0.0,0.175,0.775,0.78,0.23
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.252,0.21,0.625,0.0,0.075,0.0,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,12.895,0.119,0.225,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.134,0.264,0.4,0.0,0.05,0.0,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.789,0.195,0.3,0.0,0.025,0.0,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.947,0.178,0.425,0.0,0.0,0.025,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.154,0.274,0.5,0.0,0.025,0.15,0.825,0.17,0.82
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,15.1,0.621,0.875,0.125,0.825,0.025,0.025,0.82,0.17
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,17.313,0.211,0.375,0.05,0.025,0.05,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,18.498,0.164,0.475,0.025,0.0,0.0,0.975,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,28.279,0.304,0.3,0.0,0.0,0.075,0.925,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,41.984,0.245,0.475,0.0,0.075,0.125,0.8,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,24.252,0.246,0.775,0.0,0.0,0.1,0.9,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.636,0.185,0.7,0.0,0.025,0.05,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.542,0.134,0.45,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,11.567,0.166,0.4,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.411,0.237,0.675,0.0,0.075,0.025,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,12.501,0.231,0.6,0.025,0.15,0.0,0.825,0.85,0.15
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,12.839,0.552,0.45,0.05,0.025,0.0,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,12.962,0.247,0.675,0.05,0.0,0.0,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,18.712,0.275,0.575,0.025,0.15,0.0,0.825,0.17,0.82
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,21.143,0.161,0.45,0.025,0.0,0.025,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,30.278,0.163,0.5,0.025,0.0,0.0,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.01,1.0,0.95,0.0,0.95,0.025,0.025,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.768,1.0,0.925,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.844,1.0,0.925,0.05,0.95,0.0,0.0,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.025,1.0,0.7,0.05,0.95,0.0,0.0,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.656,1.0,0.9,0.1,0.9,0.0,0.0,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.818,1.0,0.975,0.0,1.0,0.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.839,1.0,0.075,0.075,0.0,0.9,0.025,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.936,1.0,0.875,0.025,0.925,0.05,0.0,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.825,1.0,0.075,0.15,0.05,0.8,0.0,0.2,0.8
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.763,1.0,0.95,0.075,0.925,0.0,0.0,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.902,1.0,0.075,0.05,0.025,0.925,0.0,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.084,1.0,0.025,0.05,0.0,0.95,0.0,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.073,1.0,0.05,0.025,0.0,0.975,0.0,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.061,1.0,0.075,0.0,0.025,0.925,0.05,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.783,1.0,0.875,0.0,0.95,0.05,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.738,1.0,0.975,0.05,0.95,0.0,0.0,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.932,1.0,0.925,0.0,0.975,0.0,0.025,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.823,1.0,0.05,0.1,0.0,0.9,0.0,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.063,1.0,0.95,0.0,0.95,0.025,0.025,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.878,1.0,0.925,0.1,0.9,0.0,0.0,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.5,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.824,1.0,0.975,0.0,0.975,0.0,0.025,0.97,0.03
